tp1_LR,tp2_LR,tp3_LR,sleuthtimecourse_qval,GeneontologyIDs
1.00567710226503,0.38030600438579,-1.12068097506907,0.541597938966816,GO:0004055; GO:0005524; GO:0006526
0.180618278697154,0.0414796246420687,-0.759394232878828,0.265525082437156,NA
0.04537547772658,0.516174360865688,-0.394577156016027,0.415588652550057,GO:0016021; GO:0019706
0.84649993226311,-0.182315260662445,0.390945151837823,0.36214634050556,GO:0016021; GO:0019706
0.555505826306478,-0.250389255839212,0.283359877308059,0.371796731685637,GO:0003993
-0.697529525077442,1.79216527583013,-3.60339953585964,0.582338778177352,NA
1.21179488022432,-1.0187448183287,-0.886712507138058,0.279598674792983,NA
0.811503540889237,-0.79165400849281,0.95219616474375,0.423877551890935,GO:0046982
-1.68656714846063,0.185782330241202,-0.25040547856267,0.0275371858522653,GO:0003824; GO:0006099
-0.984272863506987,2.05104487772411,-0.793524781537987,0.472983135749897,GO:0005524; GO:0016887
-0.0904085802515545,-0.226325631334956,-0.451484625384301,0.28181562076652,GO:0007165; GO:0031588; GO:0045859
-0.632680522651558,0.613123667820113,-0.230536969657977,0.294322535323774,GO:0018024
0.0905228763189035,0.123743452823378,0.400548418324601,0.357029430456254,GO:0016021
-0.0139947565524821,0.342151837446704,0.966915459683565,0.310435372190794,GO:0016021
-2.40154726408378,2.49081986111325,-0.872629740834904,0.869717626481807,GO:0016021
1.02942801250825,-0.485396410990813,0.643152409175948,0.447124715206645,GO:0016021
-2.18702856756949,1.86038161617082,0.164562038323466,0.715036946411975,GO:0016021
0.429918009879163,-0.182189267743692,1.70803808086174,0.0167746083357386,GO:0016021
0.0941746160033494,0.0280825122104268,0.775941122630629,0.17967230522491,GO:0016021
-0.332350469971926,0.890531636812745,-1.4898692757759,0.36767437669656,GO:0016021
0.00934471959003618,0.106754896678574,0.28855266619294,0.319175969811567,NA
-1.34203275606507,1.27576534081629,-0.375558586326212,NA,NA
0.801914855204755,-0.422547921710368,-1.12804333580767,0.200776191024427,GO:0003676; GO:0005524; GO:0008270
2.82113468630954,-2.41344582889511,2.61564825569928,0.154192260087474,NA
-0.103815897838428,-0.338590498558364,1.25762370528235,0.341904527771784,NA
-0.077834480629367,-0.310690205869675,0.518987522477847,1,NA
-1.44986816370775,1.79525619302494,0.0071195313089494,0.338719570687226,GO:0005789; GO:0016021
-0.621455358869845,-0.00193400511576361,-0.332804259572713,0.0065066681282928,GO:0016021
-0.103044033311579,-0.224999958044915,0.944968523753153,0.322720810286534,GO:0005779; GO:0016559
-0.190557991475921,-0.116010535808861,0.447851625494594,0.423583792958755,NA
-0.189145456342554,0.021695440898705,-0.117981967314921,0.159567320915148,GO:0016021
-0.248148653551406,-0.177285708324007,0.323241198196957,0.348382846917496,GO:0005524
-0.810229768215879,0.648366766635161,0.480666124609193,0.385324597155188,GO:0005524
2.95315631930526,1.21240920510202,0.699126427036999,0.00896839509187431,GO:0003677; GO:0003700; GO:0005634
1.87051613825303,-1.24685815065874,-0.178054124637148,NA,NA
0.99579000613218,0.557041856708339,-1.06030939067148,0.750586160375097,GO:0016021
-0.22034655484896,0.587351329265976,-0.883230143560448,0.0998932778894611,GO:0004672; GO:0005524
2.65176938841794,1.46283749155224,-0.912548276491857,0.178143142162654,GO:0004672; GO:0005524
-0.419106924172207,0.493989449464848,0.390512942211999,0.266772409833373,GO:0016021; GO:0016787
-0.358059978408883,-0.377166398764921,-0.868241613608435,0.167259351448199,GO:0016021; GO:0016787
-0.458194057505286,0.525527349288071,-1.08011204188308,0.19845167425934,GO:0016021; GO:0016787
0.136167226723415,-0.130512275299518,0.33049230248051,0.332661175512539,GO:0003723
-0.0620995368142472,-0.0198176306644802,0.218471910159826,0.353371240868936,NA
-0.452066962065555,-0.0343136478658458,1.0927864519600199,0.337938626654965,GO:0016021; GO:0016192
0.0537336848162776,0.27307948671502,-0.452822104508065,0.397678797185328,GO:0007034
-0.940017659606223,2.31946675173455,-1.2220510826394,0.775664933361343,GO:0007034
-0.11997300136964,-0.0346066863850599,0.970739554811958,0.20051814690033,GO:0007034
-0.101088726234476,-0.256725994880955,0.243298319936588,0.28036325917718,GO:0008234
-0.116835413894826,-0.36383789696959,-0.622497461654165,0.00651317259061076,NA
4.05749927796665,-3.75638917437236,-0.337955266247924,0.657178021835816,GO:0003871; GO:0008270; GO:0008652
-2.59222266210058,2.74888592779973,0.47090946410877,0.279246617754356,NA
-1.40908210732553,0.63354666905851,0.988390630151832,0.419882910384925,GO:0005634
0.42911491229598,-0.427799143548023,-0.538698198267381,0.166573068977204,GO:0003735; GO:0005840; GO:0006412; GO:0016021
-1.00339171902392,1.1639707324409,0.699583414661493,0.122570601786385,GO:0016021
0.547129857168147,-0.42906862778255,0.747365534957264,0.298887129255753,GO:0003755
-0.188603333079184,0.844025197755324,-0.43423408162602,0.428420610417593,GO:0005524; GO:0016021; GO:0042626
-0.54636578057479,0.660729770544993,0.0694174974452643,0.336132786945238,GO:0006751; GO:0036374
0.194137034856931,-0.556855720613389,0.807978179394926,1,GO:0009055; GO:0051537
-0.195402690550643,-1.19472487451992,1.216975505957,0.434473901732311,GO:0009055; GO:0051537
-0.53247458417191,0.135657173725763,0.613728104999502,0.431199483217778,NA
0.405568716798971,1.00041641701686,-0.34693659760947,0.200449563330093,GO:0016021; GO:0016757
-0.252669837377259,-0.0920536545932759,0.0683680417194477,0.144301254650328,GO:0016021; GO:0016757
-0.416683381020664,-0.182123449501377,-1.24616225685175,0.184970997824388,GO:0006694; GO:0008168
-0.539589013227924,-0.502979277201667,0.854523547101905,0.370038381410846,GO:0006694; GO:0008168
-4.14657829442894,0.730480144644746,2.46818184027423,1,GO:0003723
-4.14879324064938,0.621185692107758,2.56666799392664,1,GO:0003723
0.563177933219043,-0.581288499759211,1.08006581330845,0.317866462988186,GO:0004185
-0.617998621397093,0.659863575843009,-0.0590333016907751,0.360142161388124,GO:0016491
0.553214333802478,-0.229192096479836,0.855645563104778,0.150886495763844,GO:0046872
-0.486461386266297,1.19554939541766,-0.37226644125871,0.512708674955742,GO:0003677
-3.79999810003418,3.32293276837707,-1.90261121081869,0.366290410975588,GO:0016021; GO:0016491
-0.438836917129471,-0.15392763116921,0.620371205181976,0.398988399047096,GO:0004672; GO:0005524
-0.370046760684117,-0.198118428173172,0.843264453992249,0.650137554086764,GO:0004672; GO:0005524
-0.0383601624546499,-0.46177351420037,0.774801202465374,0.587239185231039,GO:0003723
1.36759543984662,-0.657231333334366,0.458465896939457,0.609759263202411,GO:0003723
0.0829775178504879,-1.01248782947366,0.976090516280546,0.454417934233538,GO:0005744; GO:0030150
-0.737322313872861,0.929484772349236,-0.793341450869499,0.270499542463517,GO:0008234
-0.809821609397511,1.11776276749292,-2.2436693399158,0.0438969797401887,GO:0008234
0.472846912327338,-0.103517576131428,-0.506393771154207,0.176473590284285,NA
0.00668060170698387,-0.130114542955263,0.279846618523797,0.312926549716979,GO:0004298; GO:0005839; GO:0009376; GO:0051603
0.770550828989855,0.324692170616136,0.142542075057507,0.287642568513736,NA
1.03046983809485,0.177155033784067,0.47119516312111,0.12522887818415,NA
-0.239938303196128,1.3750380535251,-3.46904718287457,0.140333222021032,GO:0004222
0.2158139249302,1.60435051722304,-1.98235678553001,1,GO:0004222
-0.756834266377509,0.729275607742789,-0.452178142437954,0.357695040911223,GO:0005524
-0.0479022531147569,0.567087450342415,-0.130467276173119,0.334336693907158,GO:0008270; GO:0016491
0.550904608814508,-0.0400066945494303,0.540338277779976,0.126517668445878,GO:0006004; GO:0016021; GO:0016757
1.33174012762499,0.0389160082797616,0.581019186736094,0.269385011496858,GO:0006004; GO:0016021; GO:0016757
0.673595622969747,0.751530186173396,-1.24616869906929,0.60707554654775,GO:0006004; GO:0016021; GO:0016757
-0.838255505164748,-0.0576298182541227,0.137769767073908,0.0612360693262855,GO:0016620
-0.401040614232099,-0.0114843353968714,0.411274421122242,0.318907817696563,GO:0004721
0.060644853682511,-1.22294711278046,0.921163066993249,0.353154585736249,GO:0003723
-0.618088462632941,1.14473342420115,-0.284509552399059,0.510719809746585,NA
0.530754774572543,0.83683213471469,-1.73812283789032,0.35119416012089,GO:0004672; GO:0005524
0.298658656071776,0.0284095723407455,-0.945407695669845,0.221828776419211,GO:0004672; GO:0005524
0.403934390816381,0.258945380192113,-0.294364523847848,0.415484511924085,GO:0003723; GO:0005737
-0.0446812301056324,-0.22256534265911,-0.633265911937061,0.00834898387396415,GO:0016021
-0.489765475456792,0.32262551842464,0.580614471047053,0.282515315007206,GO:0016021
0.518205848331616,-0.697930469894843,-1.04904518969561,0.150358350283846,GO:0016021
-0.132624586034478,0.541970774113604,0.641623689690114,0.0623351444817439,GO:0004721
-2.79605209938021,0.209622788515786,1.86428184116978,1,NA
-0.197976027072999,1.08153148641283,-0.0450896213373745,0.171690017061276,GO:0016021
0.158765283675242,-0.284461164768277,0.733885969774406,0.32315054131956,GO:0005525
1.94339938977173,0.686734679555288,-1.9900089296867,NA,GO:0016021
-0.0896781733970246,0.543126484268681,0.00522871775835739,0.338261225504387,GO:0016021
-1.57861626683059,2.12354319751535,-1.28383342812993,1,NA
0.213093378230305,-0.476739940107131,0.380202848329807,0.314659387128205,GO:0005524; GO:0016887
0.202497887005414,-0.281441385216559,0.546956690935645,0.35601530535391,GO:0005524; GO:0016887
1.31287850291941,-1.31821591063192,-0.840405120820939,NA,NA
0.53181101308341,1.00452857221341,-1.60450504835243,0.600541824576087,GO:0005506; GO:0008610; GO:0016021; GO:0016491
-1.71290396134289,1.5425489948546,-0.70810608823544,0.405917364643978,GO:0005524; GO:0016021; GO:0016887
-0.212740010918766,0.106706844744197,-0.591325465146594,0.018133718261727,GO:0005524; GO:0016021; GO:0016887
0.29463669152861,-0.108696035528443,0.793882277619576,0.102792214695139,NA
-0.0641039800173682,0.24744272611199,0.326498562221478,0.285704248524578,GO:0016021
-2.25031776496062,1.00544884522291,0.992379686293729,0.777037621154701,GO:0016757
-0.998414338315649,0.251877016511742,1.19873394465831,0.35853758383891,GO:0016757
0.0702399295294417,0.839365582754808,-0.0376315637772592,0.12207316469129,NA
0.0497254876684323,-0.356369047712941,0.0818746030437865,0.110271008144236,GO:0003735; GO:0006412; GO:0015935
-0.113387568965745,0.0149874030362853,0.297888590303577,0.344837375111904,GO:0015299; GO:0016021
0.432606296709617,-0.724420205349964,1.38042616495629,0.265020983772527,GO:0005525
0.204066849492304,-0.490295706944357,-0.715554752999557,0.0476785504490564,GO:0008270
0.241579581577769,-0.91208646742298,-3.06520909019953,0.0142139280457257,GO:0000213; GO:0000214; GO:0000379; GO:0003676
0.231946124547506,0.05836513423215,0.198832001352097,0.305920475054963,GO:0000213; GO:0000214; GO:0000379; GO:0003676
-0.986447325469005,0.303537647209489,-0.329136124468722,0.0218910758333584,NA
0.134034620882244,-0.84509497516484,1.13158290256973,1,GO:0016021
1.27911234601998,0.24848877970955,0.126988161099047,0.104586705188605,GO:0016021
1.22765296781405,1.67814918846855,0.328000532263018,0.130457449018892,GO:0004674; GO:0005524
0.758555049479413,1.64132719023716,0.323833308738528,0.0081481129581631,GO:0004674; GO:0005524
0.115398965244242,-0.553158274046948,0.344642248805034,0.351854019943831,GO:0008233
0.983674457911812,-1.76438277026086,1.52709245741321,1,GO:0004842; GO:0016874
1.92728096392001,-1.26211404067,1.45883389062452,0.284865661618355,GO:0004842; GO:0016874
0.275182333707944,-0.0101980224731166,0.00430313667139686,0.526442071584324,GO:0003743; GO:0003924; GO:0005525
-0.265074121624675,0.46243490254261,-0.282446425391091,0.288598524004441,GO:0004609; GO:0005509; GO:0006646; GO:0016020; GO:0016540
0.369652712311442,-0.320044536735577,0.101242308028088,0.32315054131956,GO:0003677; GO:0005634
-0.290831976918951,0.252033848528175,0.447579572786743,0.299279937499288,GO:0004386
-0.839724456833961,1.16763457373097,0.137748179367824,0.32777122455759,GO:0005634; GO:0006281
0.813972925388172,-1.04652463178149,1.32428709765744,0.376159055086229,GO:0005509; GO:0016491
-0.0714462689836306,0.198587103239696,0.503472778737807,0.241349994434252,GO:0005509; GO:0016491
0.7060993660483,-1.3278421512734,1.32943523420391,1,GO:0008173; GO:0030488; GO:0051536; GO:0070475
-0.0854325333747834,-0.202615516136624,0.0286566911974652,0.118425992515924,NA
-0.00346121348944079,0.194646382275699,0.239750640528693,0.319297279648488,GO:0016021
3.18108082644215,-1.63155553269551,0.0291974005545182,0.531213724124234,NA
2.58688057957102,-1.48386532769268,0.301976102365906,0.901520426781812,NA
-0.0575956583385227,0.982108028150265,-0.582848870291942,0.437309008642807,NA
0.72557319324086,0.0408621784725673,0.608058535258434,0.437309008642807,GO:0016491
0.0599195215792058,-0.0676614377350671,0.450952288544561,0.313028541701164,GO:0003677; GO:0005634; GO:0008168; GO:0046872
1.16851593569527,-1.78299291098553,1.34660684482597,1,GO:0016787
-0.778634722833114,1.81821026856712,-0.301379642009347,0.298075725135472,GO:0006298; GO:0016887; GO:0032300
-0.309311853271463,0.975814439859049,-0.845872537788213,0.337938626654965,GO:0004386
0.10426095225522,0.900353022618153,-1.52358799284389,0.723743321840046,GO:0004386
-0.848095900767605,0.750504523082719,0.641306517932921,0.228111690321729,GO:0000139; GO:0005198; GO:0006886; GO:0016192; GO:0030126
-0.549493376970172,0.986133802119516,0.38364374346968,0.159346873773084,GO:0003677; GO:0003700; GO:0005634
1.26620792523483,0.712736941323223,-0.677980718466906,0.349832130369716,NA
0.0928472826456929,-0.149151516383083,0.362491866163437,0.36469188481954,GO:0016021
-0.128161534387277,-0.71769144873606,0.768379966717987,0.34170528698284097,GO:0004674; GO:0005524
